"DateTime","Pre Open TATAMOTORS","TATAMOTORSEQN"
"2023-01-25 09:04:02",424.15,
"2023-01-25 09:04:03",424.15,
"2023-01-25 09:04:04",424.15,
"2023-01-25 09:04:06",424.15,
"2023-01-25 09:04:07",424.15,
"2023-01-25 09:04:09",424.15,
"2023-01-25 09:04:10",424.15,
"2023-01-25 09:04:11",424.15,
"2023-01-25 09:04:12",424.15,
"2023-01-25 09:04:13",424.15,
"2023-01-25 09:04:14",424.15,
"2023-01-25 09:04:15",424.15,
"2023-01-25 09:04:16",424.15,
"2023-01-25 09:04:18",424.15,
"2023-01-25 09:04:19",424.15,
"2023-01-25 09:04:21",424.15,
"2023-01-25 09:04:22",424.15,
"2023-01-25 09:04:23",424.15,
"2023-01-25 09:04:25",424.15,
"2023-01-25 09:04:26",424.15,
"2023-01-25 09:04:27",424.15,
"2023-01-25 09:04:29",424.15,
"2023-01-25 09:04:30",424.15,
"2023-01-25 09:04:31",424.15,
"2023-01-25 09:04:32",424.15,
"2023-01-25 09:04:33",424.15,
"2023-01-25 09:04:34",424.15,
"2023-01-25 09:04:35",424.15,
"2023-01-25 09:04:36",424.15,
"2023-01-25 09:04:37",424.15,
"2023-01-25 09:04:38",424.15,
"2023-01-25 09:04:39",424.15,
"2023-01-25 09:04:40",424.15,
"2023-01-25 09:04:41",424.15,
"2023-01-25 09:04:42",424.15,
"2023-01-25 09:04:44",424.15,
"2023-01-25 09:04:45",424.15,
"2023-01-25 09:04:46",424.15,
"2023-01-25 09:04:47",424.15,
"2023-01-25 09:04:48",424.15,
"2023-01-25 09:04:49",424.15,
"2023-01-25 09:04:51",424.15,
"2023-01-25 09:04:52",424.15,
"2023-01-25 09:04:53",424.15,
"2023-01-25 09:04:54",424.15,
"2023-01-25 09:04:55",424.15,
"2023-01-25 09:04:56",424.15,
"2023-01-25 09:04:57",424.15,
"2023-01-25 09:04:58",424.15,
"2023-01-25 09:04:59",424.15,
"2023-01-25 09:05:00",424.15,
"2023-01-25 09:05:01",424.15,
"2023-01-25 09:05:02",424.15,
"2023-01-25 09:05:04",424.15,
"2023-01-25 09:05:06",424,
"2023-01-25 09:05:07",424,
"2023-01-25 09:05:08",424,
"2023-01-25 09:05:10",424,
"2023-01-25 09:05:12",424,
"2023-01-25 09:05:13",424,
"2023-01-25 09:05:15",424,
"2023-01-25 09:05:16",424,
"2023-01-25 09:05:17",424,
"2023-01-25 09:05:18",424,
"2023-01-25 09:05:19",424,
"2023-01-25 09:05:21",424,
"2023-01-25 09:05:22",424,
"2023-01-25 09:05:23",424,
"2023-01-25 09:05:25",424,
"2023-01-25 09:05:26",424,
"2023-01-25 09:05:27",424,
"2023-01-25 09:05:28",424,
"2023-01-25 09:05:29",424,
"2023-01-25 09:05:30",424,
"2023-01-25 09:05:31",424,
"2023-01-25 09:05:33",424,
"2023-01-25 09:05:34",424,
"2023-01-25 09:05:35",424,
"2023-01-25 09:05:36",424,
"2023-01-25 09:05:37",424,
"2023-01-25 09:05:38",424,
"2023-01-25 09:05:40",424,
"2023-01-25 09:05:41",424,
"2023-01-25 09:05:42",424,
"2023-01-25 09:05:44",424,
"2023-01-25 09:05:45",424,
"2023-01-25 09:05:46",424,
"2023-01-25 09:05:47",424,
"2023-01-25 09:05:48",424,
"2023-01-25 09:05:49",424,
"2023-01-25 09:05:51",424,
"2023-01-25 09:05:52",424,
"2023-01-25 09:05:53",424,
"2023-01-25 09:05:54",424,
"2023-01-25 09:05:56",424,
"2023-01-25 09:05:57",424,
"2023-01-25 09:05:58",424,
"2023-01-25 09:05:59",424,
"2023-01-25 09:06:00",424,
"2023-01-25 09:06:01",424,
"2023-01-25 09:06:02",424,
"2023-01-25 09:06:03",424,
"2023-01-25 09:06:04",424,
"2023-01-25 09:06:05",424,
"2023-01-25 09:06:06",424,
"2023-01-25 09:06:07",424,
"2023-01-25 09:06:08",424,
"2023-01-25 09:06:09",424,
"2023-01-25 09:06:10",424,
"2023-01-25 09:06:11",424,
"2023-01-25 09:06:12",424,
"2023-01-25 09:06:13",424,
"2023-01-25 09:06:14",424,
"2023-01-25 09:06:15",424,
"2023-01-25 09:06:16",424,
"2023-01-25 09:06:17",424,
"2023-01-25 09:06:18",424,
"2023-01-25 09:06:19",424,
"2023-01-25 09:06:20",424,
"2023-01-25 09:06:21",424,
"2023-01-25 09:06:22",424,
"2023-01-25 09:06:23",424,
"2023-01-25 09:06:24",424,
"2023-01-25 09:06:25",424,
"2023-01-25 09:06:27",424,
"2023-01-25 09:06:28",424,
"2023-01-25 09:06:29",424,
"2023-01-25 09:06:30",424,
"2023-01-25 09:06:31",424,
"2023-01-25 09:06:32",424,
"2023-01-25 09:06:33",424,
"2023-01-25 09:06:34",424,
"2023-01-25 09:06:36",424,
"2023-01-25 09:06:37",424,
"2023-01-25 09:06:38",424,
"2023-01-25 09:06:39",423.95,
"2023-01-25 09:06:41",423.95,
"2023-01-25 09:06:42",423.95,
"2023-01-25 09:06:43",423.95,
"2023-01-25 09:06:44",424,
"2023-01-25 09:06:46",424,
"2023-01-25 09:06:47",424,
"2023-01-25 09:06:49",424,
"2023-01-25 09:06:51",424,
"2023-01-25 09:06:52",424,
"2023-01-25 09:06:53",424,
"2023-01-25 09:06:54",423.95,
"2023-01-25 09:06:55",423.95,
"2023-01-25 09:06:57",423.95,
"2023-01-25 09:06:58",423.95,
"2023-01-25 09:07:00",423.95,
"2023-01-25 09:15:00",,423.75
"2023-01-25 09:15:01",,423.85
"2023-01-25 09:15:02",,423.5
"2023-01-25 09:15:03",,423.45
"2023-01-25 09:15:04",,423.65
"2023-01-25 09:15:05",,423.85
"2023-01-25 09:15:07",,424.1
"2023-01-25 09:15:08",,424.05
"2023-01-25 09:15:09",,424.25
"2023-01-25 09:15:11",,424.45
"2023-01-25 09:15:12",,424.35
"2023-01-25 09:15:13",,424.3
"2023-01-25 09:15:14",,424.4
"2023-01-25 09:15:15",,424.45
"2023-01-25 09:15:16",,424.5
"2023-01-25 09:15:17",,424.8
"2023-01-25 09:15:18",,424.95
"2023-01-25 09:15:19",,425
"2023-01-25 09:15:20",,425.15
"2023-01-25 09:15:21",,425.5
"2023-01-25 09:15:22",,425.45
"2023-01-25 09:15:23",,425.75
"2023-01-25 09:15:24",,425.6
"2023-01-25 09:15:25",,425.65
"2023-01-25 09:15:26",,425.95
"2023-01-25 09:15:28",,426.05
"2023-01-25 09:15:29",,426.15
"2023-01-25 09:15:30",,426.35
"2023-01-25 09:15:31",,426.6
"2023-01-25 09:15:32",,426.6
"2023-01-25 09:15:33",,426.7
"2023-01-25 09:15:34",,426.85
"2023-01-25 09:15:35",,427
"2023-01-25 09:15:36",,426.95
"2023-01-25 09:15:38",,426.75
"2023-01-25 09:15:39",,426
"2023-01-25 09:15:40",,426.2
"2023-01-25 09:15:41",,426.5
"2023-01-25 09:15:42",,426.3
"2023-01-25 09:15:43",,426
"2023-01-25 09:15:44",,426.05
"2023-01-25 09:15:45",,426.4
"2023-01-25 09:15:46",,426.35
"2023-01-25 09:15:47",,426.4
"2023-01-25 09:15:48",,426.3
"2023-01-25 09:15:49",,426.05
"2023-01-25 09:15:50",,426
"2023-01-25 09:15:51",,425.95
"2023-01-25 09:15:53",,426
"2023-01-25 09:15:54",,426.2
"2023-01-25 09:15:55",,426.2
"2023-01-25 09:15:56",,426.2
"2023-01-25 09:15:57",,426.25
"2023-01-25 09:15:58",,426.35
"2023-01-25 09:15:59",,426.35
"2023-01-25 09:16:00",,425.95
"2023-01-25 09:16:01",,425.95
"2023-01-25 09:16:02",,425.95
"2023-01-25 09:16:04",,426
"2023-01-25 09:16:05",,425.65
"2023-01-25 09:16:06",,425.85
"2023-01-25 09:16:07",,425.75
"2023-01-25 09:16:08",,425.95
"2023-01-25 09:16:09",,425.9
"2023-01-25 09:16:10",,425.85
"2023-01-25 09:16:11",,426.15
"2023-01-25 09:16:12",,425.6
"2023-01-25 09:16:14",,425.85
"2023-01-25 09:16:15",,425.8
"2023-01-25 09:16:16",,425.75
"2023-01-25 09:16:17",,425.9
"2023-01-25 09:16:18",,425.7
"2023-01-25 09:16:19",,425.55
"2023-01-25 09:16:21",,425.65
"2023-01-25 09:16:22",,425.65
"2023-01-25 09:16:23",,425.95
"2023-01-25 09:16:24",,425.65
"2023-01-25 09:16:25",,425.95
"2023-01-25 09:16:26",,425.8
"2023-01-25 09:16:27",,425.75
"2023-01-25 09:16:29",,425.65
"2023-01-25 09:16:30",,425.5
"2023-01-25 09:16:31",,425.75
"2023-01-25 09:16:32",,425.8
"2023-01-25 09:16:33",,425.75
"2023-01-25 09:16:34",,425.5
"2023-01-25 09:16:35",,425.65
"2023-01-25 09:16:37",,425.6
"2023-01-25 09:16:38",,425.75
"2023-01-25 09:16:39",,425.8
"2023-01-25 09:16:40",,425.55
"2023-01-25 09:16:41",,425.6
"2023-01-25 09:16:43",,425.7
"2023-01-25 09:16:44",,425.7
"2023-01-25 09:16:45",,425.65
"2023-01-25 09:16:46",,425.65
"2023-01-25 09:16:47",,425.65
"2023-01-25 09:16:48",,425.35
"2023-01-25 09:16:49",,425.3
"2023-01-25 09:16:50",,425.65
"2023-01-25 09:16:51",,425.45
"2023-01-25 09:16:52",,425.5
"2023-01-25 09:16:53",,425.5
"2023-01-25 09:16:55",,425.45
"2023-01-25 09:16:56",,425.45
"2023-01-25 09:16:57",,425.3
"2023-01-25 09:16:58",,425.2
"2023-01-25 09:16:59",,425.3
"2023-01-25 09:17:00",,425.2
"2023-01-25 09:17:01",,424.7
"2023-01-25 09:17:02",,424.95
"2023-01-25 09:17:03",,425
"2023-01-25 09:17:04",,425
"2023-01-25 09:17:06",,425.2
"2023-01-25 09:17:07",,425.15
"2023-01-25 09:17:08",,425.1
"2023-01-25 09:17:09",,425
"2023-01-25 09:17:10",,425
"2023-01-25 09:17:11",,425.05
"2023-01-25 09:17:12",,425
"2023-01-25 09:17:13",,424.8
"2023-01-25 09:17:14",,424.8
"2023-01-25 09:17:16",,424.9
"2023-01-25 09:17:17",,424.7
"2023-01-25 09:17:18",,424.7
"2023-01-25 09:17:19",,424.75
"2023-01-25 09:17:20",,424.7
"2023-01-25 09:17:21",,424.65
"2023-01-25 09:17:22",,424.4
"2023-01-25 09:17:24",,424.65
"2023-01-25 09:17:25",,424.45
"2023-01-25 09:17:26",,424.5
"2023-01-25 09:17:27",,424.5
"2023-01-25 09:17:28",,424.3
"2023-01-25 09:17:29",,424.55
"2023-01-25 09:17:30",,424.6
"2023-01-25 09:17:31",,424.4
"2023-01-25 09:17:32",,424.45
"2023-01-25 09:17:33",,424.35
"2023-01-25 09:17:35",,424.4
"2023-01-25 09:17:36",,424.35
"2023-01-25 09:17:37",,424.5
"2023-01-25 09:17:38",,424.55
"2023-01-25 09:17:39",,424.4
"2023-01-25 09:17:40",,424.45
"2023-01-25 09:17:41",,424.3
"2023-01-25 09:17:43",,424.5
"2023-01-25 09:17:44",,424.5
"2023-01-25 09:17:45",,424.45
"2023-01-25 09:17:46",,424.35
"2023-01-25 09:17:47",,424.4
"2023-01-25 09:17:48",,424.45
"2023-01-25 09:17:49",,424.35
"2023-01-25 09:17:51",,424.45
"2023-01-25 09:17:52",,424.5
"2023-01-25 09:17:53",,424.5
"2023-01-25 09:17:54",,424.45
"2023-01-25 09:17:55",,424.75
"2023-01-25 09:17:56",,424.75
"2023-01-25 09:17:57",,424.55
"2023-01-25 09:17:58",,424.75
"2023-01-25 09:18:00",,424.65
"2023-01-25 09:18:01",,424.7
"2023-01-25 09:18:02",,424.35
"2023-01-25 09:18:03",,424.1
"2023-01-25 09:18:04",,424.25
"2023-01-25 09:18:05",,424.15
"2023-01-25 09:18:06",,424.05
"2023-01-25 09:18:07",,423.9
"2023-01-25 09:18:08",,423.75
"2023-01-25 09:18:09",,423.7
"2023-01-25 09:18:11",,423.7
"2023-01-25 09:18:12",,423.8
"2023-01-25 09:18:13",,423.6
"2023-01-25 09:18:44",,424.4
"2023-01-25 09:18:45",,424.5
"2023-01-25 09:18:46",,424.45
"2023-01-25 09:18:47",,424.35
"2023-01-25 09:18:48",,424.7
"2023-01-25 09:18:49",,424.6
"2023-01-25 09:18:51",,424.8
"2023-01-25 09:18:52",,424.6
"2023-01-25 09:18:54",,424.25
"2023-01-25 09:18:55",,424.5
"2023-01-25 09:18:56",,424.55
"2023-01-25 09:18:57",,424.35
"2023-01-25 09:18:58",,424.4
"2023-01-25 09:19:00",,424.5
"2023-01-25 09:19:01",,424.4
"2023-01-25 09:19:02",,424.5
"2023-01-25 09:19:03",,424.45
"2023-01-25 09:19:04",,424.25
"2023-01-25 09:19:06",,424.15
"2023-01-25 09:19:07",,424.15
"2023-01-25 09:19:08",,424.45
"2023-01-25 09:19:09",,424.35
"2023-01-25 09:19:10",,424.65
"2023-01-25 09:19:12",,424.6
"2023-01-25 09:19:13",,424.6
"2023-01-25 09:19:14",,424.6
"2023-01-25 09:19:15",,424.55
"2023-01-25 09:19:16",,424.75
"2023-01-25 09:19:17",,424.55
"2023-01-25 09:19:18",,424.8
"2023-01-25 09:19:19",,424.75
"2023-01-25 09:19:20",,424.9
"2023-01-25 09:19:22",,424.9
"2023-01-25 09:19:23",,424.8
"2023-01-25 09:19:24",,425
"2023-01-25 09:19:25",,424.95
"2023-01-25 09:19:26",,424.85
"2023-01-25 09:19:27",,425
"2023-01-25 09:19:28",,425
"2023-01-25 09:19:29",,425.25
"2023-01-25 09:19:30",,425.25
"2023-01-25 09:19:32",,425.3
"2023-01-25 09:19:33",,425
"2023-01-25 09:19:34",,425.35
"2023-01-25 09:19:35",,425.15
"2023-01-25 09:19:37",,425.05
"2023-01-25 09:19:38",,425.1
"2023-01-25 09:19:39",,425.35
"2023-01-25 09:19:40",,425.2
"2023-01-25 09:19:41",,424.9
"2023-01-25 09:19:42",,424.8
"2023-01-25 09:19:44",,424.8
"2023-01-25 09:19:45",,424.7
"2023-01-25 09:19:46",,424.65
"2023-01-25 09:19:47",,424.65
"2023-01-25 09:19:48",,424.85
"2023-01-25 09:19:49",,424.85
"2023-01-25 09:19:50",,424.65
"2023-01-25 09:19:52",,424.7
"2023-01-25 09:19:53",,424.8
"2023-01-25 09:19:54",,424.65
"2023-01-25 09:19:55",,424.75
"2023-01-25 09:19:56",,424.95
"2023-01-25 09:19:57",,424.95
"2023-01-25 09:19:59",,424.75
"2023-01-25 09:20:00",,424.9
"2023-01-25 09:20:01",,424.9
"2023-01-25 09:20:02",,424.75
"2023-01-25 09:20:03",,424.7
"2023-01-25 09:20:04",,424.8
"2023-01-25 09:20:05",,424.7
"2023-01-25 09:20:06",,424.5
"2023-01-25 09:20:07",,424.6
"2023-01-25 09:20:08",,424.75
"2023-01-25 09:20:09",,424.8
"2023-01-25 09:20:10",,424.7
"2023-01-25 09:20:11",,424.65
"2023-01-25 09:20:12",,424.8
"2023-01-25 09:20:14",,424.75
"2023-01-25 09:20:15",,424.5
"2023-01-25 09:20:16",,424.55
"2023-01-25 09:20:17",,424.6
"2023-01-25 09:20:18",,424.75
"2023-01-25 09:20:19",,424.7
"2023-01-25 09:20:20",,424.55
"2023-01-25 09:20:21",,424.6
"2023-01-25 09:20:22",,424.6
"2023-01-25 09:20:23",,424.6
"2023-01-25 09:20:24",,424.55
"2023-01-25 09:20:25",,424.55
"2023-01-25 09:20:26",,424.3
"2023-01-25 09:20:27",,424.35
"2023-01-25 09:20:28",,424.2
"2023-01-25 09:20:29",,424.35
"2023-01-25 09:20:30",,424.45
"2023-01-25 09:20:31",,424.3
"2023-01-25 09:20:32",,424.4
"2023-01-25 09:20:33",,424.35
"2023-01-25 09:20:34",,424.35
"2023-01-25 09:20:35",,424.5
"2023-01-25 09:20:36",,424.3
"2023-01-25 09:20:37",,424.35
"2023-01-25 09:20:38",,424.35
"2023-01-25 09:20:39",,424.35
"2023-01-25 09:20:40",,424
"2023-01-25 09:20:41",,424.05
"2023-01-25 09:20:42",,424.15
"2023-01-25 09:20:43",,424
"2023-01-25 09:20:44",,424.1
"2023-01-25 09:20:45",,424.1
"2023-01-25 09:20:46",,424.1
"2023-01-25 09:20:47",,424.1
"2023-01-25 09:20:48",,424.05
"2023-01-25 09:20:49",,424.1
"2023-01-25 09:20:50",,423.85
"2023-01-25 09:20:51",,423.85
"2023-01-25 09:20:52",,424
"2023-01-25 09:20:53",,423.9
"2023-01-25 09:20:54",,423.85
"2023-01-25 09:20:55",,423.75
"2023-01-25 09:20:56",,423.65
"2023-01-25 09:20:57",,423.5
"2023-01-25 09:20:58",,423.5
"2023-01-25 09:20:59",,423.5
"2023-01-25 09:21:00",,423.6
"2023-01-25 09:21:01",,423.55
"2023-01-25 09:21:02",,423.55
"2023-01-25 09:21:03",,423.55
"2023-01-25 09:21:04",,423.6
"2023-01-25 09:21:05",,423.5
"2023-01-25 09:21:07",,423.55
"2023-01-25 09:21:08",,423.55
"2023-01-25 09:21:09",,423.7
"2023-01-25 09:21:10",,423.75
"2023-01-25 09:21:11",,423.55
"2023-01-25 09:21:12",,423.6
"2023-01-25 09:21:13",,423.7
"2023-01-25 09:21:14",,423.55
"2023-01-25 09:21:15",,423.6
"2023-01-25 09:21:16",,423.6
"2023-01-25 09:21:17",,423.7
"2023-01-25 09:21:18",,423.55
"2023-01-25 09:21:19",,423.5
"2023-01-25 09:21:20",,423.55
"2023-01-25 09:21:21",,423.5
"2023-01-25 09:21:22",,423.55
"2023-01-25 09:21:23",,423.5
"2023-01-25 09:21:24",,423.5
"2023-01-25 09:21:25",,423.55
"2023-01-25 09:21:26",,423.55
"2023-01-25 09:21:27",,423.55
"2023-01-25 09:21:28",,423.5
"2023-01-25 09:21:29",,423.5
"2023-01-25 09:21:30",,423.55
"2023-01-25 09:21:31",,423.55
"2023-01-25 09:21:32",,423.5
"2023-01-25 09:21:34",,423.55
"2023-01-25 09:21:35",,423.55
"2023-01-25 09:21:36",,423.5
"2023-01-25 09:21:37",,423.6
"2023-01-25 09:21:38",,423.55
"2023-01-25 09:21:39",,423.55
"2023-01-25 09:21:40",,423.5
"2023-01-25 09:21:41",,423.5
"2023-01-25 09:21:42",,423.5
"2023-01-25 09:21:43",,423.55
"2023-01-25 09:21:44",,423.5
"2023-01-25 09:21:45",,423.5
"2023-01-25 09:21:47",,423.6
"2023-01-25 09:21:48",,423.5
"2023-01-25 09:21:49",,423.55
"2023-01-25 09:21:50",,423.55
"2023-01-25 09:21:51",,423.55
"2023-01-25 09:21:52",,423.6
"2023-01-25 09:21:53",,423.55
"2023-01-25 09:21:54",,423.65
"2023-01-25 09:21:55",,423.55
"2023-01-25 09:21:56",,423.55
"2023-01-25 09:21:57",,423.6
"2023-01-25 09:21:58",,423.5
"2023-01-25 09:21:59",,423.65
"2023-01-25 09:22:00",,423.75
"2023-01-25 09:22:01",,423.9
"2023-01-25 09:22:02",,423.9
"2023-01-25 09:22:03",,423.8
"2023-01-25 09:22:04",,423.7
"2023-01-25 09:22:05",,423.75
"2023-01-25 09:22:06",,423.75
"2023-01-25 09:22:07",,423.75
"2023-01-25 09:22:08",,423.65
"2023-01-25 09:22:09",,423.8
"2023-01-25 09:22:10",,423.8
"2023-01-25 09:22:11",,423.65
"2023-01-25 09:22:12",,423.9
"2023-01-25 09:22:13",,423.8
"2023-01-25 09:22:14",,423.7
"2023-01-25 09:22:15",,423.8
"2023-01-25 09:22:16",,423.75
"2023-01-25 09:22:17",,424
"2023-01-25 09:22:18",,424
"2023-01-25 09:22:19",,424
"2023-01-25 09:22:20",,424.05
"2023-01-25 09:22:22",,424.2
"2023-01-25 09:22:23",,424.2
"2023-01-25 09:22:24",,424.1
"2023-01-25 09:22:25",,424.15
"2023-01-25 09:22:26",,424.2
"2023-01-25 09:22:27",,424.15
"2023-01-25 09:22:28",,424.35
"2023-01-25 09:22:29",,424.2
"2023-01-25 09:22:30",,424.35
"2023-01-25 09:22:31",,424.25
"2023-01-25 09:22:32",,424.25
"2023-01-25 09:22:33",,424.35
"2023-01-25 09:22:34",,424.25
"2023-01-25 09:22:35",,424.3
"2023-01-25 09:22:36",,424.3
"2023-01-25 09:22:37",,424.4
"2023-01-25 09:22:38",,424.45
"2023-01-25 09:22:39",,424.35
