"DateTime","Pre Open RELIANCE","RELIANCEEQN"
"2023-01-25 09:02:33",2420,
"2023-01-25 09:02:34",2420,
"2023-01-25 09:02:35",2420,
"2023-01-25 09:02:37",2420,
"2023-01-25 09:02:38",2420,
"2023-01-25 09:02:39",2420,
"2023-01-25 09:02:41",2420,
"2023-01-25 09:02:42",2420,
"2023-01-25 09:02:43",2420,
"2023-01-25 09:02:44",2420,
"2023-01-25 09:02:45",2420,
"2023-01-25 09:02:46",2420,
"2023-01-25 09:02:47",2420,
"2023-01-25 09:02:48",2420,
"2023-01-25 09:02:50",2420,
"2023-01-25 09:02:51",2420,
"2023-01-25 09:02:52",2420,
"2023-01-25 09:02:53",2420,
"2023-01-25 09:02:54",2420,
"2023-01-25 09:02:55",2420,
"2023-01-25 09:02:56",2420,
"2023-01-25 09:02:57",2420,
"2023-01-25 09:02:58",2420,
"2023-01-25 09:02:59",2420,
"2023-01-25 09:03:00",2420,
"2023-01-25 09:03:01",2420,
"2023-01-25 09:03:03",2420,
"2023-01-25 09:03:04",2420,
"2023-01-25 09:03:05",2420,
"2023-01-25 09:03:06",2420,
"2023-01-25 09:03:07",2420,
"2023-01-25 09:03:08",2420,
"2023-01-25 09:03:09",2420,
"2023-01-25 09:03:10",2420,
"2023-01-25 09:03:11",2420,
"2023-01-25 09:03:12",2420,
"2023-01-25 09:03:13",2420,
"2023-01-25 09:03:15",2420,
"2023-01-25 09:03:16",2420,
"2023-01-25 09:03:17",2420,
"2023-01-25 09:03:18",2420,
"2023-01-25 09:03:19",2420,
"2023-01-25 09:03:20",2420,
"2023-01-25 09:03:21",2420,
"2023-01-25 09:03:22",2420,
"2023-01-25 09:03:24",2420,
"2023-01-25 09:03:25",2420,
"2023-01-25 09:03:26",2420,
"2023-01-25 09:03:27",2420,
"2023-01-25 09:03:28",2420,
"2023-01-25 09:03:29",2420,
"2023-01-25 09:03:31",2420,
"2023-01-25 09:03:32",2420,
"2023-01-25 09:03:33",2420,
"2023-01-25 09:03:34",2420,
"2023-01-25 09:03:36",2420,
"2023-01-25 09:03:37",2420,
"2023-01-25 09:03:38",2420,
"2023-01-25 09:03:39",2420,
"2023-01-25 09:03:40",2420,
"2023-01-25 09:03:42",2420,
"2023-01-25 09:03:43",2420,
"2023-01-25 09:03:45",2420,
"2023-01-25 09:03:46",2420,
"2023-01-25 09:03:47",2420,
"2023-01-25 09:03:48",2420,
"2023-01-25 09:03:50",2420,
"2023-01-25 09:03:51",2420,
"2023-01-25 09:03:52",2420,
"2023-01-25 09:03:53",2420,
"2023-01-25 09:03:54",2420,
"2023-01-25 09:03:55",2420,
"2023-01-25 09:03:56",2420,
"2023-01-25 09:03:57",2420,
"2023-01-25 09:03:59",2420,
"2023-01-25 09:04:01",2420,
"2023-01-25 09:04:02",2420,
"2023-01-25 09:04:04",2420,
"2023-01-25 09:04:05",2420,
"2023-01-25 09:04:07",2420,
"2023-01-25 09:04:08",2420,
"2023-01-25 09:04:09",2420,
"2023-01-25 09:04:10",2420,
"2023-01-25 09:04:11",2420,
"2023-01-25 09:04:12",2420,
"2023-01-25 09:04:13",2420,
"2023-01-25 09:04:15",2419,
"2023-01-25 09:04:16",2419,
"2023-01-25 09:04:17",2419,
"2023-01-25 09:04:18",2419,
"2023-01-25 09:04:19",2419.95,
"2023-01-25 09:04:21",2419.95,
"2023-01-25 09:04:22",2419.95,
"2023-01-25 09:04:24",2419.95,
"2023-01-25 09:04:25",2420,
"2023-01-25 09:04:26",2420,
"2023-01-25 09:04:27",2420,
"2023-01-25 09:04:28",2420,
"2023-01-25 09:04:29",2420,
"2023-01-25 09:04:30",2420,
"2023-01-25 09:04:31",2420,
"2023-01-25 09:04:32",2420,
"2023-01-25 09:04:34",2420,
"2023-01-25 09:04:35",2420,
"2023-01-25 09:04:36",2420,
"2023-01-25 09:04:38",2420,
"2023-01-25 09:04:39",2420,
"2023-01-25 09:04:40",2420,
"2023-01-25 09:04:41",2420,
"2023-01-25 09:04:42",2420,
"2023-01-25 09:04:44",2420,
"2023-01-25 09:04:45",2420,
"2023-01-25 09:04:46",2420,
"2023-01-25 09:04:47",2420,
"2023-01-25 09:04:49",2420,
"2023-01-25 09:04:50",2420,
"2023-01-25 09:04:51",2420,
"2023-01-25 09:04:52",2420,
"2023-01-25 09:04:53",2420,
"2023-01-25 09:04:54",2420,
"2023-01-25 09:04:55",2420,
"2023-01-25 09:04:56",2420,
"2023-01-25 09:04:58",2420,
"2023-01-25 09:04:59",2420,
"2023-01-25 09:05:00",2420,
"2023-01-25 09:05:02",2420,
"2023-01-25 09:05:03",2420,
"2023-01-25 09:05:05",2420,
"2023-01-25 09:05:06",2420,
"2023-01-25 09:05:07",2420,
"2023-01-25 09:05:08",2420,
"2023-01-25 09:05:09",2420,
"2023-01-25 09:05:11",2420,
"2023-01-25 09:05:12",2420,
"2023-01-25 09:05:14",2420,
"2023-01-25 09:05:15",2419.95,
"2023-01-25 09:05:16",2419.95,
"2023-01-25 09:05:17",2419.95,
"2023-01-25 09:05:18",2419.95,
"2023-01-25 09:05:19",2419.95,
"2023-01-25 09:05:20",2419.95,
"2023-01-25 09:05:21",2419.95,
"2023-01-25 09:05:23",2419.95,
"2023-01-25 09:05:24",2419.95,
"2023-01-25 09:05:25",2419.95,
"2023-01-25 09:05:26",2419.95,
"2023-01-25 09:05:27",2419.95,
"2023-01-25 09:05:28",2416,
"2023-01-25 09:05:29",2415.95,
"2023-01-25 09:05:31",2415.95,
"2023-01-25 09:05:32",2415.95,
"2023-01-25 09:05:33",2415.95,
"2023-01-25 09:05:34",2415.95,
"2023-01-25 09:05:35",2415.95,
"2023-01-25 09:05:36",2415.95,
"2023-01-25 09:05:37",2415.95,
"2023-01-25 09:05:39",2415.95,
"2023-01-25 09:05:41",2415.95,
"2023-01-25 09:05:42",2415.95,
"2023-01-25 09:05:43",2415.95,
"2023-01-25 09:05:44",2415.95,
"2023-01-25 09:05:45",2415.95,
"2023-01-25 09:05:46",2415.95,
"2023-01-25 09:05:48",2415.45,
"2023-01-25 09:05:49",2415,
"2023-01-25 09:05:51",2415,
"2023-01-25 09:05:52",2415,
"2023-01-25 09:05:53",2415,
"2023-01-25 09:05:55",2415,
"2023-01-25 09:05:56",2415,
"2023-01-25 09:05:57",2415,
"2023-01-25 09:05:58",2415,
"2023-01-25 09:05:59",2414,
"2023-01-25 09:06:01",2414,
"2023-01-25 09:06:02",2414,
"2023-01-25 09:06:03",2400,
"2023-01-25 09:06:04",2400,
"2023-01-25 09:06:05",2400,
"2023-01-25 09:06:07",2400,
"2023-01-25 09:06:08",2400,
"2023-01-25 09:06:09",2400,
"2023-01-25 09:06:10",2400,
"2023-01-25 09:06:11",2400,
"2023-01-25 09:06:12",2400,
"2023-01-25 09:06:13",2400,
"2023-01-25 09:06:14",2400,
"2023-01-25 09:06:15",2400,
"2023-01-25 09:06:16",2400,
"2023-01-25 09:06:17",2400,
"2023-01-25 09:06:19",2400,
"2023-01-25 09:06:20",2400,
"2023-01-25 09:06:21",2400,
"2023-01-25 09:06:22",2400,
"2023-01-25 09:06:23",2400,
"2023-01-25 09:06:25",2409.65,
"2023-01-25 09:06:26",2414.5,
"2023-01-25 09:06:27",2415,
"2023-01-25 09:06:28",2415,
"2023-01-25 09:06:29",2400,
"2023-01-25 09:06:30",2400,
"2023-01-25 09:06:31",2400,
"2023-01-25 09:06:33",2400,
"2023-01-25 09:06:34",2400,
"2023-01-25 09:06:35",2400,
"2023-01-25 09:06:36",2401,
"2023-01-25 09:06:37",2401,
"2023-01-25 09:06:39",2401,
"2023-01-25 09:06:40",2401,
"2023-01-25 09:06:41",2401,
"2023-01-25 09:06:42",2401,
"2023-01-25 09:06:43",2401,
"2023-01-25 09:06:44",2401,
"2023-01-25 09:06:45",2401,
"2023-01-25 09:06:46",2401,
"2023-01-25 09:06:47",2401,
"2023-01-25 09:06:49",2401,
"2023-01-25 09:06:50",2401,
"2023-01-25 09:06:51",2401,
"2023-01-25 09:06:52",2401,
"2023-01-25 09:06:53",2401,
"2023-01-25 09:06:54",2401,
"2023-01-25 09:06:56",2401,
"2023-01-25 09:06:57",2401,
"2023-01-25 09:06:59",2414,
"2023-01-25 09:15:00",,2411
"2023-01-25 09:15:01",,2411.35
"2023-01-25 09:15:02",,2409.8
"2023-01-25 09:15:03",,2410
"2023-01-25 09:15:04",,2408.1
"2023-01-25 09:15:05",,2409.65
"2023-01-25 09:15:06",,2408
"2023-01-25 09:15:07",,2408
"2023-01-25 09:15:09",,2405.55
"2023-01-25 09:15:10",,2407.7
"2023-01-25 09:15:11",,2407
"2023-01-25 09:15:12",,2407.2
"2023-01-25 09:15:13",,2407
"2023-01-25 09:15:14",,2406.95
"2023-01-25 09:15:15",,2406.9
"2023-01-25 09:15:16",,2406.85
"2023-01-25 09:15:17",,2406.75
"2023-01-25 09:15:18",,2406.75
"2023-01-25 09:15:19",,2406.75
"2023-01-25 09:15:20",,2406.3
"2023-01-25 09:15:21",,2406.65
"2023-01-25 09:15:22",,2406.75
"2023-01-25 09:15:23",,2407.15
"2023-01-25 09:15:25",,2408
"2023-01-25 09:15:26",,2407.35
"2023-01-25 09:15:27",,2408.7
"2023-01-25 09:15:28",,2408.35
"2023-01-25 09:15:29",,2409.95
"2023-01-25 09:15:30",,2409.4
"2023-01-25 09:15:32",,2409.4
"2023-01-25 09:15:33",,2410
"2023-01-25 09:15:35",,2408.75
"2023-01-25 09:15:36",,2409.95
"2023-01-25 09:15:37",,2409.45
"2023-01-25 09:15:38",,2409.95
"2023-01-25 09:15:39",,2409.7
"2023-01-25 09:15:40",,2411.4
"2023-01-25 09:15:41",,2411.45
"2023-01-25 09:15:42",,2411.45
"2023-01-25 09:15:44",,2411.2
"2023-01-25 09:15:45",,2411.25
"2023-01-25 09:15:47",,2412
"2023-01-25 09:15:48",,2412
"2023-01-25 09:15:50",,2411.95
"2023-01-25 09:15:51",,2411.45
"2023-01-25 09:15:52",,2411.95
"2023-01-25 09:15:53",,2412
"2023-01-25 09:15:54",,2412
"2023-01-25 09:15:55",,2412.4
"2023-01-25 09:15:56",,2412
"2023-01-25 09:15:57",,2411
"2023-01-25 09:15:58",,2412.55
"2023-01-25 09:15:59",,2412
"2023-01-25 09:16:01",,2412.5
"2023-01-25 09:16:02",,2412.55
"2023-01-25 09:16:03",,2412.35
"2023-01-25 09:16:04",,2412.3
"2023-01-25 09:16:05",,2412.55
"2023-01-25 09:16:06",,2412.55
"2023-01-25 09:16:07",,2412.05
"2023-01-25 09:16:08",,2411.95
"2023-01-25 09:16:10",,2411.85
"2023-01-25 09:16:11",,2411.85
"2023-01-25 09:16:12",,2411.3
"2023-01-25 09:16:13",,2411.3
"2023-01-25 09:16:14",,2411.5
"2023-01-25 09:16:15",,2410
"2023-01-25 09:16:16",,2411.3
"2023-01-25 09:16:17",,2411.75
"2023-01-25 09:16:19",,2411
"2023-01-25 09:16:20",,2411
"2023-01-25 09:16:21",,2410.95
"2023-01-25 09:16:22",,2410.4
"2023-01-25 09:16:23",,2410.55
"2023-01-25 09:16:24",,2410.4
"2023-01-25 09:16:25",,2410.55
"2023-01-25 09:16:27",,2410.55
"2023-01-25 09:16:28",,2410.45
"2023-01-25 09:16:29",,2410.7
"2023-01-25 09:16:30",,2410.65
"2023-01-25 09:16:31",,2410.15
"2023-01-25 09:16:32",,2410.15
"2023-01-25 09:16:33",,2410.5
"2023-01-25 09:16:35",,2410.7
"2023-01-25 09:16:36",,2410.65
"2023-01-25 09:16:37",,2410.5
"2023-01-25 09:16:38",,2410.5
"2023-01-25 09:16:39",,2410
"2023-01-25 09:16:41",,2410.45
"2023-01-25 09:16:42",,2410.05
"2023-01-25 09:16:43",,2410.1
"2023-01-25 09:16:44",,2410.1
"2023-01-25 09:16:45",,2410.45
"2023-01-25 09:16:46",,2410.45
"2023-01-25 09:16:47",,2410.1
"2023-01-25 09:16:48",,2410.45
"2023-01-25 09:16:49",,2410.15
"2023-01-25 09:16:50",,2410.45
"2023-01-25 09:16:52",,2410.45
"2023-01-25 09:16:53",,2410.45
"2023-01-25 09:16:54",,2410.15
"2023-01-25 09:16:55",,2410.45
"2023-01-25 09:16:56",,2410.45
"2023-01-25 09:16:57",,2410.15
"2023-01-25 09:16:58",,2410.45
"2023-01-25 09:16:59",,2410.45
"2023-01-25 09:17:00",,2409.95
"2023-01-25 09:17:01",,2410.15
"2023-01-25 09:17:03",,2410.15
"2023-01-25 09:17:04",,2410
"2023-01-25 09:17:05",,2410
"2023-01-25 09:17:06",,2410.15
"2023-01-25 09:17:07",,2409.95
"2023-01-25 09:17:08",,2411.2
"2023-01-25 09:17:09",,2411.2
"2023-01-25 09:17:10",,2411.2
"2023-01-25 09:17:11",,2411.2
"2023-01-25 09:17:12",,2411.2
"2023-01-25 09:17:14",,2410.9
"2023-01-25 09:17:15",,2411.2
"2023-01-25 09:17:16",,2412
"2023-01-25 09:17:17",,2411
"2023-01-25 09:17:18",,2412
"2023-01-25 09:17:19",,2412
"2023-01-25 09:17:20",,2412.75
"2023-01-25 09:17:22",,2412.1
"2023-01-25 09:17:23",,2412.95
"2023-01-25 09:17:24",,2412.15
"2023-01-25 09:17:25",,2412.7
"2023-01-25 09:17:26",,2412.9
"2023-01-25 09:17:27",,2412.9
"2023-01-25 09:17:28",,2412.9
"2023-01-25 09:17:29",,2412.9
"2023-01-25 09:17:30",,2412.95
"2023-01-25 09:17:32",,2412.7
"2023-01-25 09:17:33",,2412.95
"2023-01-25 09:17:34",,2412.7
"2023-01-25 09:17:35",,2412.9
"2023-01-25 09:17:36",,2412.75
"2023-01-25 09:17:37",,2412.9
"2023-01-25 09:17:38",,2412.9
"2023-01-25 09:17:40",,2412.95
"2023-01-25 09:17:41",,2412.75
"2023-01-25 09:17:42",,2412.9
"2023-01-25 09:17:43",,2412.9
"2023-01-25 09:17:44",,2412.75
"2023-01-25 09:17:45",,2412.95
"2023-01-25 09:17:46",,2412.9
"2023-01-25 09:17:48",,2412.9
"2023-01-25 09:17:49",,2412.9
"2023-01-25 09:17:50",,2414
"2023-01-25 09:17:51",,2414.35
"2023-01-25 09:17:52",,2413.25
"2023-01-25 09:17:53",,2413.25
"2023-01-25 09:17:54",,2413.3
"2023-01-25 09:17:55",,2414
"2023-01-25 09:17:57",,2413.3
"2023-01-25 09:17:58",,2414.7
"2023-01-25 09:17:59",,2413.5
"2023-01-25 09:18:00",,2413.5
"2023-01-25 09:18:01",,2414.25
"2023-01-25 09:18:02",,2413.95
"2023-01-25 09:18:03",,2413.65
"2023-01-25 09:18:04",,2414.7
"2023-01-25 09:18:05",,2413.8
"2023-01-25 09:18:06",,2413.95
"2023-01-25 09:18:07",,2413.9
"2023-01-25 09:18:09",,2413.3
"2023-01-25 09:18:10",,2413.45
"2023-01-25 09:18:11",,2414
"2023-01-25 09:18:12",,2413.45
"2023-01-25 09:18:44",,2411
"2023-01-25 09:18:45",,2411.8
"2023-01-25 09:18:47",,2412
"2023-01-25 09:18:48",,2411.55
"2023-01-25 09:18:49",,2411.15
"2023-01-25 09:18:50",,2412.35
"2023-01-25 09:18:51",,2412.3
"2023-01-25 09:18:53",,2411.95
"2023-01-25 09:18:54",,2412.1
"2023-01-25 09:18:55",,2412.1
"2023-01-25 09:18:56",,2412.1
"2023-01-25 09:18:58",,2411.05
"2023-01-25 09:18:59",,2411
"2023-01-25 09:19:00",,2411.5
"2023-01-25 09:19:01",,2411.5
"2023-01-25 09:19:02",,2411.5
"2023-01-25 09:19:03",,2411.5
"2023-01-25 09:19:04",,2411.5
"2023-01-25 09:19:05",,2410.7
"2023-01-25 09:19:07",,2410.2
"2023-01-25 09:19:08",,2410.7
"2023-01-25 09:19:09",,2410.7
"2023-01-25 09:19:10",,2410.7
"2023-01-25 09:19:11",,2410.1
"2023-01-25 09:19:12",,2410.5
"2023-01-25 09:19:13",,2410.15
"2023-01-25 09:19:14",,2410.15
"2023-01-25 09:19:15",,2410.15
"2023-01-25 09:19:16",,2409
"2023-01-25 09:19:18",,2409.75
"2023-01-25 09:19:19",,2409.75
"2023-01-25 09:19:20",,2409.75
"2023-01-25 09:19:21",,2410.1
"2023-01-25 09:19:22",,2409.8
"2023-01-25 09:19:23",,2409.75
"2023-01-25 09:19:24",,2409.75
"2023-01-25 09:19:25",,2409.7
"2023-01-25 09:19:27",,2409
"2023-01-25 09:19:28",,2409.7
"2023-01-25 09:19:29",,2409
"2023-01-25 09:19:30",,2409.7
"2023-01-25 09:19:31",,2409.7
"2023-01-25 09:19:32",,2409.7
"2023-01-25 09:19:33",,2409
"2023-01-25 09:19:35",,2409.7
"2023-01-25 09:19:36",,2409.2
"2023-01-25 09:19:37",,2409.5
"2023-01-25 09:19:38",,2409.5
"2023-01-25 09:19:39",,2409.5
"2023-01-25 09:19:40",,2409.5
"2023-01-25 09:19:42",,2409.5
"2023-01-25 09:19:43",,2409.55
"2023-01-25 09:19:44",,2409.55
"2023-01-25 09:19:45",,2409.5
"2023-01-25 09:19:46",,2409.55
"2023-01-25 09:19:47",,2409.5
"2023-01-25 09:19:49",,2409.5
"2023-01-25 09:19:50",,2409.5
"2023-01-25 09:19:51",,2409.05
"2023-01-25 09:19:52",,2409.5
"2023-01-25 09:19:53",,2409.5
"2023-01-25 09:19:54",,2409
"2023-01-25 09:19:56",,2409.45
"2023-01-25 09:19:57",,2409.45
"2023-01-25 09:19:58",,2409.45
"2023-01-25 09:19:59",,2409.45
"2023-01-25 09:20:01",,2409.05
"2023-01-25 09:20:02",,2409.05
"2023-01-25 09:20:03",,2409.05
"2023-01-25 09:20:04",,2409.5
"2023-01-25 09:20:05",,2409.5
"2023-01-25 09:20:06",,2409.45
"2023-01-25 09:20:07",,2409.5
"2023-01-25 09:20:08",,2409.75
"2023-01-25 09:20:09",,2410
"2023-01-25 09:20:10",,2409.95
"2023-01-25 09:20:11",,2409.95
"2023-01-25 09:20:12",,2409.5
"2023-01-25 09:20:13",,2409
"2023-01-25 09:20:14",,2409.45
"2023-01-25 09:20:15",,2409.45
"2023-01-25 09:20:16",,2409.45
"2023-01-25 09:20:17",,2409
"2023-01-25 09:20:18",,2409
"2023-01-25 09:20:19",,2409
"2023-01-25 09:20:20",,2409
"2023-01-25 09:20:21",,2409.95
"2023-01-25 09:20:22",,2409.95
"2023-01-25 09:20:23",,2409.6
"2023-01-25 09:20:24",,2409.95
"2023-01-25 09:20:25",,2409.95
"2023-01-25 09:20:26",,2409.1
"2023-01-25 09:20:27",,2409.95
"2023-01-25 09:20:28",,2409.45
"2023-01-25 09:20:29",,2409.5
"2023-01-25 09:20:30",,2409.65
"2023-01-25 09:20:31",,2409.45
"2023-01-25 09:20:32",,2409.95
"2023-01-25 09:20:33",,2410.55
"2023-01-25 09:20:34",,2409.7
"2023-01-25 09:20:35",,2409.95
"2023-01-25 09:20:36",,2410.15
"2023-01-25 09:20:37",,2410
"2023-01-25 09:20:38",,2410.1
"2023-01-25 09:20:39",,2410.45
"2023-01-25 09:20:40",,2410.75
"2023-01-25 09:20:41",,2410.8
"2023-01-25 09:20:42",,2410.45
"2023-01-25 09:20:43",,2411
"2023-01-25 09:20:44",,2410
"2023-01-25 09:20:45",,2410
"2023-01-25 09:20:46",,2410
"2023-01-25 09:20:47",,2410
"2023-01-25 09:20:48",,2410
"2023-01-25 09:20:50",,2410
"2023-01-25 09:20:51",,2410.45
"2023-01-25 09:20:52",,2409.95
"2023-01-25 09:20:53",,2409.95
"2023-01-25 09:20:54",,2410
"2023-01-25 09:20:55",,2410.45
"2023-01-25 09:20:56",,2410.5
"2023-01-25 09:20:57",,2410.5
"2023-01-25 09:20:58",,2410.5
"2023-01-25 09:20:59",,2410.5
"2023-01-25 09:21:00",,2411
"2023-01-25 09:21:01",,2411.2
"2023-01-25 09:21:02",,2411
"2023-01-25 09:21:03",,2411.15
"2023-01-25 09:21:04",,2411.2
"2023-01-25 09:21:05",,2412
"2023-01-25 09:21:06",,2411
"2023-01-25 09:21:07",,2411.9
"2023-01-25 09:21:08",,2411.9
"2023-01-25 09:21:09",,2411.9
"2023-01-25 09:21:10",,2411.9
"2023-01-25 09:21:11",,2411.9
"2023-01-25 09:21:12",,2412.1
"2023-01-25 09:21:13",,2411.9
"2023-01-25 09:21:14",,2411.5
"2023-01-25 09:21:15",,2412.45
"2023-01-25 09:21:16",,2411.5
"2023-01-25 09:21:17",,2412.5
"2023-01-25 09:21:18",,2412
"2023-01-25 09:21:19",,2411.45
"2023-01-25 09:21:20",,2412.35
"2023-01-25 09:21:21",,2411.95
"2023-01-25 09:21:22",,2411.8
"2023-01-25 09:21:23",,2411.85
"2023-01-25 09:21:24",,2411.95
"2023-01-25 09:21:25",,2411.35
"2023-01-25 09:21:27",,2411.95
"2023-01-25 09:21:28",,2411.75
"2023-01-25 09:21:29",,2411.75
"2023-01-25 09:21:30",,2411.05
"2023-01-25 09:21:31",,2411.75
"2023-01-25 09:21:32",,2411.75
"2023-01-25 09:21:33",,2411.35
"2023-01-25 09:21:34",,2411.1
"2023-01-25 09:21:35",,2411.5
"2023-01-25 09:21:36",,2411.5
"2023-01-25 09:21:37",,2411.5
"2023-01-25 09:21:38",,2411.75
"2023-01-25 09:21:39",,2411.75
"2023-01-25 09:21:40",,2411.75
"2023-01-25 09:21:41",,2411.8
"2023-01-25 09:21:42",,2411.75
"2023-01-25 09:21:43",,2411.5
"2023-01-25 09:21:45",,2411.75
"2023-01-25 09:21:46",,2411.25
"2023-01-25 09:21:47",,2411.75
"2023-01-25 09:21:48",,2411.6
"2023-01-25 09:21:49",,2411.95
"2023-01-25 09:21:50",,2412
"2023-01-25 09:21:51",,2412
"2023-01-25 09:21:52",,2412.05
"2023-01-25 09:21:53",,2411.75
"2023-01-25 09:21:54",,2412
"2023-01-25 09:21:55",,2411.8
"2023-01-25 09:21:56",,2411.75
"2023-01-25 09:21:57",,2412
"2023-01-25 09:21:58",,2412.05
"2023-01-25 09:21:59",,2412.05
"2023-01-25 09:22:00",,2412
"2023-01-25 09:22:01",,2412
"2023-01-25 09:22:02",,2412
"2023-01-25 09:22:03",,2412.3
"2023-01-25 09:22:04",,2412.15
"2023-01-25 09:22:05",,2412.5
"2023-01-25 09:22:06",,2412.85
"2023-01-25 09:22:07",,2412.8
"2023-01-25 09:22:08",,2412.8
"2023-01-25 09:22:09",,2413.15
"2023-01-25 09:22:10",,2413.5
"2023-01-25 09:22:11",,2413.5
"2023-01-25 09:22:12",,2413.15
"2023-01-25 09:22:13",,2413.5
"2023-01-25 09:22:14",,2413.95
"2023-01-25 09:22:15",,2413.95
"2023-01-25 09:22:16",,2413.5
"2023-01-25 09:22:18",,2413.95
